,StudyInstanceUID,Slice,ImageHeight,ImageWidth,SliceThickness,ImagePositionPatient_x,ImagePositionPatient_y,ImagePositionPatient_z,C1,C2,C3,C4,C5,C6,C7,pixels
6491,1.2.826.0.1.3680043.1868,317,512,512,0.625,-52.5,-55.3,-81.298,0.0,0.0,0.0347398562673619,0.9652601431923604,0.0,0.0,0.0,18509
6492,1.2.826.0.1.3680043.1868,318,512,512,0.625,-52.5,-55.3,-81.611,0.0,0.0,0.0347398562673619,0.9652601431923604,0.0,0.0,0.0,18509
6493,1.2.826.0.1.3680043.1868,319,512,512,0.625,-52.5,-55.3,-81.923,0.0,0.0,0.0347398562673619,0.9652601431923604,0.0,0.0,0.0,18509
6494,1.2.826.0.1.3680043.1868,320,512,512,0.625,-52.5,-55.3,-82.236,0.0,0.0,0.0347398562673619,0.9652601431923604,0.0,0.0,0.0,18509
6495,1.2.826.0.1.3680043.1868,321,512,512,0.625,-52.5,-55.3,-82.548,0.0,0.0,0.02018056292077506,0.9798194365481575,0.0,0.0,0.0,18830
6496,1.2.826.0.1.3680043.1868,322,512,512,0.625,-52.5,-55.3,-82.861,0.0,0.0,0.02018056292077506,0.9798194365481575,0.0,0.0,0.0,18830
6497,1.2.826.0.1.3680043.1868,323,512,512,0.625,-52.5,-55.3,-83.173,0.0,0.0,0.02018056292077506,0.9798194365481575,0.0,0.0,0.0,18830
6498,1.2.826.0.1.3680043.1868,324,512,512,0.625,-52.5,-55.3,-83.486,0.0,0.0,0.02018056292077506,0.9798194365481575,0.0,0.0,0.0,18830
6499,1.2.826.0.1.3680043.1868,325,512,512,0.625,-52.5,-55.3,-83.798,0.0,0.0,0.006791915425978027,0.9932080840262869,0.0,0.0,0.0,18257
6500,1.2.826.0.1.3680043.1868,326,512,512,0.625,-52.5,-55.3,-84.111,0.0,0.0,0.006791915425978027,0.9932080840262869,0.0,0.0,0.0,18257
6501,1.2.826.0.1.3680043.1868,327,512,512,0.625,-52.5,-55.3,-84.423,0.0,0.0,0.006791915425978027,0.9932080840262869,0.0,0.0,0.0,18257
6502,1.2.826.0.1.3680043.1868,328,512,512,0.625,-52.5,-55.3,-84.736,0.0,0.0,0.006791915425978027,0.9932080840262869,0.0,0.0,0.0,18257
6503,1.2.826.0.1.3680043.1868,329,512,512,0.625,-52.5,-55.3,-85.048,0.0,0.0,0.006791915425978027,0.9932080840262869,0.0,0.0,0.0,18257
6504,1.2.826.0.1.3680043.1868,330,512,512,0.625,-52.5,-55.3,-85.361,0.0,0.0,0.0,0.9907275721083523,0.009272427322787173,0.0,0.0,17579
6505,1.2.826.0.1.3680043.1868,331,512,512,0.625,-52.5,-55.3,-85.673,0.0,0.0,0.0,0.9907275721083523,0.009272427322787173,0.0,0.0,17579
6506,1.2.826.0.1.3680043.1868,332,512,512,0.625,-52.5,-55.3,-85.986,0.0,0.0,0.0,0.9907275721083523,0.009272427322787173,0.0,0.0,17579
6507,1.2.826.0.1.3680043.1868,333,512,512,0.625,-52.5,-55.3,-86.298,0.0,0.0,0.0,0.9907275721083523,0.009272427322787173,0.0,0.0,17579
6508,1.2.826.0.1.3680043.1868,334,512,512,0.625,-52.5,-55.3,-86.611,0.0,0.0,0.0,0.9511606521769934,0.04883934724842603,0.0,0.0,17404
6509,1.2.826.0.1.3680043.1868,335,512,512,0.625,-52.5,-55.3,-86.923,0.0,0.0,0.0,0.9511606521769934,0.04883934724842603,0.0,0.0,17404
6510,1.2.826.0.1.3680043.1868,336,512,512,0.625,-52.5,-55.3,-87.236,0.0,0.0,0.0,0.9511606521769934,0.04883934724842603,0.0,0.0,17404
6511,1.2.826.0.1.3680043.1868,337,512,512,0.625,-52.5,-55.3,-87.548,0.0,0.0,0.0,0.9511606521769934,0.04883934724842603,0.0,0.0,17404
6512,1.2.826.0.1.3680043.1868,338,512,512,0.625,-52.5,-55.3,-87.861,0.0,0.0,0.0,0.8836294259665974,0.11637057343724182,0.0,0.0,16774
6513,1.2.826.0.1.3680043.1868,339,512,512,0.625,-52.5,-55.3,-88.173,0.0,0.0,0.0,0.8836294259665974,0.11637057343724182,0.0,0.0,16774
6514,1.2.826.0.1.3680043.1868,340,512,512,0.625,-52.5,-55.3,-88.486,0.0,0.0,0.0,0.8836294259665974,0.11637057343724182,0.0,0.0,16774
6515,1.2.826.0.1.3680043.1868,341,512,512,0.625,-52.5,-55.3,-88.798,0.0,0.0,0.0,0.8836294259665974,0.11637057343724182,0.0,0.0,16774
6516,1.2.826.0.1.3680043.1868,342,512,512,0.625,-52.5,-55.3,-89.111,0.0,0.0,0.0,0.7899498790666212,0.21005012028246428,0.0,0.0,15363
6517,1.2.826.0.1.3680043.1868,343,512,512,0.625,-52.5,-55.3,-89.423,0.0,0.0,0.0,0.7899498790666212,0.21005012028246428,0.0,0.0,15363
6518,1.2.826.0.1.3680043.1868,344,512,512,0.625,-52.5,-55.3,-89.736,0.0,0.0,0.0,0.7899498790666212,0.21005012028246428,0.0,0.0,15363
6519,1.2.826.0.1.3680043.1868,345,512,512,0.625,-52.5,-55.3,-90.048,0.0,0.0,0.0,0.7899498790666212,0.21005012028246428,0.0,0.0,15363
6520,1.2.826.0.1.3680043.1868,346,512,512,0.625,-52.5,-55.3,-90.361,0.0,0.0,0.0,0.6738660902108691,0.3261339090443629,0.0,0.0,13427
6521,1.2.826.0.1.3680043.1868,347,512,512,0.625,-52.5,-55.3,-90.673,0.0,0.0,0.0,0.6738660902108691,0.3261339090443629,0.0,0.0,13427
6522,1.2.826.0.1.3680043.1868,348,512,512,0.625,-52.5,-55.3,-90.986,0.0,0.0,0.0,0.6738660902108691,0.3261339090443629,0.0,0.0,13427
6523,1.2.826.0.1.3680043.1868,349,512,512,0.625,-52.5,-55.3,-91.298,0.0,0.0,0.0,0.6738660902108691,0.3261339090443629,0.0,0.0,13427
6524,1.2.826.0.1.3680043.1868,350,512,512,0.625,-52.5,-55.3,-91.611,0.0,0.0,0.0,0.525677087096619,0.4743229120997164,0.0,0.0,12443
6525,1.2.826.0.1.3680043.1868,351,512,512,0.625,-52.5,-55.3,-91.923,0.0,0.0,0.0,0.525677087096619,0.4743229120997164,0.0,0.0,12443
6526,1.2.826.0.1.3680043.1868,352,512,512,0.625,-52.5,-55.3,-92.236,0.0,0.0,0.0,0.525677087096619,0.4743229120997164,0.0,0.0,12443
6527,1.2.826.0.1.3680043.1868,353,512,512,0.625,-52.5,-55.3,-92.548,0.0,0.0,0.0,0.525677087096619,0.4743229120997164,0.0,0.0,12443
6528,1.2.826.0.1.3680043.1868,354,512,512,0.625,-52.5,-55.3,-92.861,0.0,0.0,0.0,0.21994485273902128,0.7800551463418611,0.0,0.0,10880
6529,1.2.826.0.1.3680043.1868,355,512,512,0.625,-52.5,-55.3,-93.173,0.0,0.0,0.0,0.21994485273902128,0.7800551463418611,0.0,0.0,10880
6530,1.2.826.0.1.3680043.1868,356,512,512,0.625,-52.5,-55.3,-93.486,0.0,0.0,0.0,0.21994485273902128,0.7800551463418611,0.0,0.0,10880
6531,1.2.826.0.1.3680043.1868,357,512,512,0.625,-52.5,-55.3,-93.798,0.0,0.0,0.0,0.21994485273902128,0.7800551463418611,0.0,0.0,10880
6532,1.2.826.0.1.3680043.1868,358,512,512,0.625,-52.5,-55.3,-94.111,0.0,0.0,0.0,0.04865459464490219,0.951345404508931,0.0,0.0,11818
6533,1.2.826.0.1.3680043.1868,359,512,512,0.625,-52.5,-55.3,-94.423,0.0,0.0,0.0,0.04865459464490219,0.951345404508931,0.0,0.0,11818
6534,1.2.826.0.1.3680043.1868,360,512,512,0.625,-52.5,-55.3,-94.736,0.0,0.0,0.0,0.04865459464490219,0.951345404508931,0.0,0.0,11818
6535,1.2.826.0.1.3680043.1868,361,512,512,0.625,-52.5,-55.3,-95.048,0.0,0.0,0.0,0.04865459464490219,0.951345404508931,0.0,0.0,11818
6536,1.2.826.0.1.3680043.1868,362,512,512,0.625,-52.5,-55.3,-95.361,0.0,0.0,0.0,0.0,0.9999999993263725,0.0,0.0,14845
6537,1.2.826.0.1.3680043.1868,363,512,512,0.625,-52.5,-55.3,-95.673,0.0,0.0,0.0,0.0,0.9999999993263725,0.0,0.0,14845
6538,1.2.826.0.1.3680043.1868,364,512,512,0.625,-52.5,-55.3,-95.986,0.0,0.0,0.0,0.0,0.9999999993263725,0.0,0.0,14845
6539,1.2.826.0.1.3680043.1868,365,512,512,0.625,-52.5,-55.3,-96.298,0.0,0.0,0.0,0.0,0.9999999993263725,0.0,0.0,14845
6540,1.2.826.0.1.3680043.1868,366,512,512,0.625,-52.5,-55.3,-96.611,0.0,0.0,0.0,0.0,0.9999999994599558,0.0,0.0,18517
6541,1.2.826.0.1.3680043.1868,367,512,512,0.625,-52.5,-55.3,-96.923,0.0,0.0,0.0,0.0,0.9999999994599558,0.0,0.0,18517
6542,1.2.826.0.1.3680043.1868,368,512,512,0.625,-52.5,-55.3,-97.236,0.0,0.0,0.0,0.0,0.9999999994599558,0.0,0.0,18517
6543,1.2.826.0.1.3680043.1868,369,512,512,0.625,-52.5,-55.3,-97.548,0.0,0.0,0.0,0.0,0.9999999994599558,0.0,0.0,18517
6544,1.2.826.0.1.3680043.1868,370,512,512,0.625,-52.5,-55.3,-97.861,0.0,0.0,0.0,0.0,0.9999999995207515,0.0,0.0,20866
6545,1.2.826.0.1.3680043.1868,371,512,512,0.625,-52.5,-55.3,-98.173,0.0,0.0,0.0,0.0,0.9999999995207515,0.0,0.0,20866
6546,1.2.826.0.1.3680043.1868,372,512,512,0.625,-52.5,-55.3,-98.486,0.0,0.0,0.0,0.0,0.9999999995207515,0.0,0.0,20866
6547,1.2.826.0.1.3680043.1868,373,512,512,0.625,-52.5,-55.3,-98.798,0.0,0.0,0.0,0.0,0.9999999995207515,0.0,0.0,20866
6548,1.2.826.0.1.3680043.1868,374,512,512,0.625,-52.5,-55.3,-99.111,0.0,0.0,0.0,0.0,0.9919268774685998,0.00807312206742768,0.0,21553
6549,1.2.826.0.1.3680043.1868,375,512,512,0.625,-52.5,-55.3,-99.423,0.0,0.0,0.0,0.0,0.9919268774685998,0.00807312206742768,0.0,21553
6550,1.2.826.0.1.3680043.1868,376,512,512,0.625,-52.5,-55.3,-99.736,0.0,0.0,0.0,0.0,0.9919268774685998,0.00807312206742768,0.0,21553
6551,1.2.826.0.1.3680043.1868,377,512,512,0.625,-52.5,-55.3,-100.048,0.0,0.0,0.0,0.0,0.9919268774685998,0.00807312206742768,0.0,21553
6552,1.2.826.0.1.3680043.1868,378,512,512,0.625,-52.5,-55.3,-100.361,0.0,0.0,0.0,0.0,0.9516042384374643,0.04839576107418286,0.0,20477
6553,1.2.826.0.1.3680043.1868,379,512,512,0.625,-52.5,-55.3,-100.673,0.0,0.0,0.0,0.0,0.9516042384374643,0.04839576107418286,0.0,20477
6554,1.2.826.0.1.3680043.1868,380,512,512,0.625,-52.5,-55.3,-100.986,0.0,0.0,0.0,0.0,0.9516042384374643,0.04839576107418286,0.0,20477
6555,1.2.826.0.1.3680043.1868,381,512,512,0.625,-52.5,-55.3,-101.298,0.0,0.0,0.0,0.0,0.9516042384374643,0.04839576107418286,0.0,20477
6556,1.2.826.0.1.3680043.1868,382,512,512,0.625,-52.5,-55.3,-101.611,0.0,0.0,0.0,0.0,0.9123705999418372,0.08762939954056449,0.0,19320
6557,1.2.826.0.1.3680043.1868,383,512,512,0.625,-52.5,-55.3,-101.923,0.0,0.0,0.0,0.0,0.9123705999418372,0.08762939954056449,0.0,19320
6558,1.2.826.0.1.3680043.1868,384,512,512,0.625,-52.5,-55.3,-102.236,0.0,0.0,0.0,0.0,0.9123705999418372,0.08762939954056449,0.0,19320
6559,1.2.826.0.1.3680043.1868,385,512,512,0.625,-52.5,-55.3,-102.548,0.0,0.0,0.0,0.0,0.9123705999418372,0.08762939954056449,0.0,19320
6560,1.2.826.0.1.3680043.1868,386,512,512,0.625,-52.5,-55.3,-102.861,0.0,0.0,0.0,0.0,0.8039673274412583,0.1960326720030935,0.0,17997
6561,1.2.826.0.1.3680043.1868,387,512,512,0.625,-52.5,-55.3,-103.173,0.0,0.0,0.0,0.0,0.8039673274412583,0.1960326720030935,0.0,17997
6562,1.2.826.0.1.3680043.1868,388,512,512,0.625,-52.5,-55.3,-103.486,0.0,0.0,0.0,0.0,0.8039673274412583,0.1960326720030935,0.0,17997
6563,1.2.826.0.1.3680043.1868,389,512,512,0.625,-52.5,-55.3,-103.798,0.0,0.0,0.0,0.0,0.8039673274412583,0.1960326720030935,0.0,17997
6564,1.2.826.0.1.3680043.1868,390,512,512,0.625,-52.5,-55.3,-104.111,0.0,0.0,0.0,0.0,0.7121575038195026,0.28784249559628294,0.0,17117
6565,1.2.826.0.1.3680043.1868,391,512,512,0.625,-52.5,-55.3,-104.423,0.0,0.0,0.0,0.0,0.7121575038195026,0.28784249559628294,0.0,17117
6566,1.2.826.0.1.3680043.1868,392,512,512,0.625,-52.5,-55.3,-104.736,0.0,0.0,0.0,0.0,0.7121575038195026,0.28784249559628294,0.0,17117
6567,1.2.826.0.1.3680043.1868,393,512,512,0.625,-52.5,-55.3,-105.048,0.0,0.0,0.0,0.0,0.7121575038195026,0.28784249559628294,0.0,17117
6568,1.2.826.0.1.3680043.1868,394,512,512,0.625,-52.5,-55.3,-105.361,0.0,0.0,0.0,0.0,0.6036843273577002,0.39631567208575486,0.0,17968
6569,1.2.826.0.1.3680043.1868,395,512,512,0.625,-52.5,-55.3,-105.673,0.0,0.0,0.0,0.0,0.6036843273577002,0.39631567208575486,0.0,17968
6570,1.2.826.0.1.3680043.1868,396,512,512,0.625,-52.5,-55.3,-105.986,0.0,0.0,0.0,0.0,0.6036843273577002,0.39631567208575486,0.0,17968
6571,1.2.826.0.1.3680043.1868,397,512,512,0.625,-52.5,-55.3,-106.298,0.0,0.0,0.0,0.0,0.6036843273577002,0.39631567208575486,0.0,17968
6572,1.2.826.0.1.3680043.1868,398,512,512,0.625,-52.5,-55.3,-106.611,0.0,0.0,0.0,0.0,0.44554007121520345,0.5544599282817025,0.0,19877
6573,1.2.826.0.1.3680043.1868,399,512,512,0.625,-52.5,-55.3,-106.923,0.0,0.0,0.0,0.0,0.44554007121520345,0.5544599282817025,0.0,19877
6574,1.2.826.0.1.3680043.1868,400,512,512,0.625,-52.5,-55.3,-107.236,0.0,0.0,0.0,0.0,0.44554007121520345,0.5544599282817025,0.0,19877
6575,1.2.826.0.1.3680043.1868,401,512,512,0.625,-52.5,-55.3,-107.548,0.0,0.0,0.0,0.0,0.44554007121520345,0.5544599282817025,0.0,19877
6576,1.2.826.0.1.3680043.1868,402,512,512,0.625,-52.5,-55.3,-107.861,0.0,0.0,0.0,0.0,0.18703664467960357,0.8129633547908476,0.0,18884
6577,1.2.826.0.1.3680043.1868,403,512,512,0.625,-52.5,-55.3,-108.173,0.0,0.0,0.0,0.0,0.18703664467960357,0.8129633547908476,0.0,18884
6578,1.2.826.0.1.3680043.1868,404,512,512,0.625,-52.5,-55.3,-108.486,0.0,0.0,0.0,0.0,0.18703664467960357,0.8129633547908476,0.0,18884
6579,1.2.826.0.1.3680043.1868,405,512,512,0.625,-52.5,-55.3,-108.798,0.0,0.0,0.0,0.0,0.18703664467960357,0.8129633547908476,0.0,18884
6580,1.2.826.0.1.3680043.1868,406,512,512,0.625,-52.5,-55.3,-109.111,0.0,0.0,0.0,0.0,0.1113252082897417,0.8886747912285395,0.0,20759
6581,1.2.826.0.1.3680043.1868,407,512,512,0.625,-52.5,-55.3,-109.423,0.0,0.0,0.0,0.0,0.1113252082897417,0.8886747912285395,0.0,20759
6582,1.2.826.0.1.3680043.1868,408,512,512,0.625,-52.5,-55.3,-109.736,0.0,0.0,0.0,0.0,0.1113252082897417,0.8886747912285395,0.0,20759
6583,1.2.826.0.1.3680043.1868,409,512,512,0.625,-52.5,-55.3,-110.048,0.0,0.0,0.0,0.0,0.1113252082897417,0.8886747912285395,0.0,20759
6584,1.2.826.0.1.3680043.1868,410,512,512,0.625,-52.5,-55.3,-110.361,0.0,0.0,0.0,0.0,0.0014236509752359812,0.9985763485655218,0.0,21775
6585,1.2.826.0.1.3680043.1868,411,512,512,0.625,-52.5,-55.3,-110.673,0.0,0.0,0.0,0.0,0.0014236509752359812,0.9985763485655218,0.0,21775
6586,1.2.826.0.1.3680043.1868,412,512,512,0.625,-52.5,-55.3,-110.986,0.0,0.0,0.0,0.0,0.0014236509752359812,0.9985763485655218,0.0,21775
6587,1.2.826.0.1.3680043.1868,413,512,512,0.625,-52.5,-55.3,-111.298,0.0,0.0,0.0,0.0,0.0014236509752359812,0.9985763485655218,0.0,21775
6588,1.2.826.0.1.3680043.1868,414,512,512,0.625,-52.5,-55.3,-111.611,0.0,0.0,0.0,0.0,0.0,0.9999999995982161,0.0,24889
6589,1.2.826.0.1.3680043.1868,415,512,512,0.625,-52.5,-55.3,-111.923,0.0,0.0,0.0,0.0,0.0,0.9999999995982161,0.0,24889
6590,1.2.826.0.1.3680043.1868,416,512,512,0.625,-52.5,-55.3,-112.236,0.0,0.0,0.0,0.0,0.0,0.9999999995982161,0.0,24889
6591,1.2.826.0.1.3680043.1868,417,512,512,0.625,-52.5,-55.3,-112.548,0.0,0.0,0.0,0.0,0.0,0.9999999995982161,0.0,24889
6592,1.2.826.0.1.3680043.1868,418,512,512,0.625,-52.5,-55.3,-112.861,0.0,0.0,0.0,0.0,0.0,0.982387631103607,0.01761236849792303,25096
6593,1.2.826.0.1.3680043.1868,419,512,512,0.625,-52.5,-55.3,-113.173,0.0,0.0,0.0,0.0,0.0,0.982387631103607,0.01761236849792303,25096
6594,1.2.826.0.1.3680043.1868,420,512,512,0.625,-52.5,-55.3,-113.486,0.0,0.0,0.0,0.0,0.0,0.982387631103607,0.01761236849792303,25096
6595,1.2.826.0.1.3680043.1868,421,512,512,0.625,-52.5,-55.3,-113.798,0.0,0.0,0.0,0.0,0.0,0.982387631103607,0.01761236849792303,25096
6596,1.2.826.0.1.3680043.1868,422,512,512,0.625,-52.5,-55.3,-114.111,0.0,0.0,0.0,0.0,0.0,0.9323277615440979,0.06767223804823798,24530
6597,1.2.826.0.1.3680043.1868,423,512,512,0.625,-52.5,-55.3,-114.423,0.0,0.0,0.0,0.0,0.0,0.9323277615440979,0.06767223804823798,24530
6598,1.2.826.0.1.3680043.1868,424,512,512,0.625,-52.5,-55.3,-114.736,0.0,0.0,0.0,0.0,0.0,0.9323277615440979,0.06767223804823798,24530
6599,1.2.826.0.1.3680043.1868,425,512,512,0.625,-52.5,-55.3,-115.048,0.0,0.0,0.0,0.0,0.0,0.9323277615440979,0.06767223804823798,24530
6600,1.2.826.0.1.3680043.1868,426,512,512,0.625,-52.5,-55.3,-115.361,0.0,0.0,0.0,0.0,0.0,0.8565840341794023,0.1434159653657421,21985
6601,1.2.826.0.1.3680043.1868,427,512,512,0.625,-52.5,-55.3,-115.673,0.0,0.0,0.0,0.0,0.0,0.8565840341794023,0.1434159653657421,21985
6602,1.2.826.0.1.3680043.1868,428,512,512,0.625,-52.5,-55.3,-115.986,0.0,0.0,0.0,0.0,0.0,0.8565840341794023,0.1434159653657421,21985
6603,1.2.826.0.1.3680043.1868,429,512,512,0.625,-52.5,-55.3,-116.298,0.0,0.0,0.0,0.0,0.0,0.8565840341794023,0.1434159653657421,21985
6604,1.2.826.0.1.3680043.1868,430,512,512,0.625,-52.5,-55.3,-116.611,0.0,0.0,0.0,0.0,0.0,0.6929071392006966,0.3070928603326678,21430
6605,1.2.826.0.1.3680043.1868,431,512,512,0.625,-52.5,-55.3,-116.923,0.0,0.0,0.0,0.0,0.0,0.6929071392006966,0.3070928603326678,21430
6606,1.2.826.0.1.3680043.1868,432,512,512,0.625,-52.5,-55.3,-117.236,0.0,0.0,0.0,0.0,0.0,0.6929071392006966,0.3070928603326678,21430
6607,1.2.826.0.1.3680043.1868,433,512,512,0.625,-52.5,-55.3,-117.548,0.0,0.0,0.0,0.0,0.0,0.6929071392006966,0.3070928603326678,21430
6608,1.2.826.0.1.3680043.1868,434,512,512,0.625,-52.5,-55.3,-117.861,0.0,0.0,0.0,0.0,0.0,0.5412564256594683,0.4587435739048778,22954
6609,1.2.826.0.1.3680043.1868,435,512,512,0.625,-52.5,-55.3,-118.173,0.0,0.0,0.0,0.0,0.0,0.5412564256594683,0.4587435739048778,22954
6610,1.2.826.0.1.3680043.1868,436,512,512,0.625,-52.5,-55.3,-118.486,0.0,0.0,0.0,0.0,0.0,0.5412564256594683,0.4587435739048778,22954
6611,1.2.826.0.1.3680043.1868,437,512,512,0.625,-52.5,-55.3,-118.798,0.0,0.0,0.0,0.0,0.0,0.5412564256594683,0.4587435739048778,22954
6612,1.2.826.0.1.3680043.1868,438,512,512,0.625,-52.5,-55.3,-119.111,0.0,0.0,0.0,0.0,0.0,0.4471854580134087,0.5528145415677607,23876
6613,1.2.826.0.1.3680043.1868,439,512,512,0.625,-52.5,-55.3,-119.423,0.0,0.0,0.0,0.0,0.0,0.4471854580134087,0.5528145415677607,23876
6614,1.2.826.0.1.3680043.1868,440,512,512,0.625,-52.5,-55.3,-119.736,0.0,0.0,0.0,0.0,0.0,0.4471854580134087,0.5528145415677607,23876
6615,1.2.826.0.1.3680043.1868,441,512,512,0.625,-52.5,-55.3,-120.048,0.0,0.0,0.0,0.0,0.0,0.4471854580134087,0.5528145415677607,23876
6616,1.2.826.0.1.3680043.1868,442,512,512,0.625,-52.5,-55.3,-120.361,0.0,0.0,0.0,0.0,0.0,0.31436605726806466,0.6856339423184046,24182
6617,1.2.826.0.1.3680043.1868,443,512,512,0.625,-52.5,-55.3,-120.673,0.0,0.0,0.0,0.0,0.0,0.31436605726806466,0.6856339423184046,24182
6618,1.2.826.0.1.3680043.1868,444,512,512,0.625,-52.5,-55.3,-120.986,0.0,0.0,0.0,0.0,0.0,0.31436605726806466,0.6856339423184046,24182
6619,1.2.826.0.1.3680043.1868,445,512,512,0.625,-52.5,-55.3,-121.298,0.0,0.0,0.0,0.0,0.0,0.31436605726806466,0.6856339423184046,24182
6620,1.2.826.0.1.3680043.1868,446,512,512,0.625,-52.5,-55.3,-121.611,0.0,0.0,0.0,0.0,0.0,0.14667538689920412,0.8533246126647811,22935
6621,1.2.826.0.1.3680043.1868,447,512,512,0.625,-52.5,-55.3,-121.923,0.0,0.0,0.0,0.0,0.0,0.14667538689920412,0.8533246126647811,22935
6622,1.2.826.0.1.3680043.1868,448,512,512,0.625,-52.5,-55.3,-122.236,0.0,0.0,0.0,0.0,0.0,0.14667538689920412,0.8533246126647811,22935
6623,1.2.826.0.1.3680043.1868,449,512,512,0.625,-52.5,-55.3,-122.548,0.0,0.0,0.0,0.0,0.0,0.14667538689920412,0.8533246126647811,22935
6624,1.2.826.0.1.3680043.1868,450,512,512,0.625,-52.5,-55.3,-122.861,0.0,0.0,0.0,0.0,0.0,0.09193177690741028,0.9080682226893801,24801
6625,1.2.826.0.1.3680043.1868,451,512,512,0.625,-52.5,-55.3,-123.173,0.0,0.0,0.0,0.0,0.0,0.09193177690741028,0.9080682226893801,24801
6626,1.2.826.0.1.3680043.1868,452,512,512,0.625,-52.5,-55.3,-123.486,0.0,0.0,0.0,0.0,0.0,0.09193177690741028,0.9080682226893801,24801
6627,1.2.826.0.1.3680043.1868,453,512,512,0.625,-52.5,-55.3,-123.798,0.0,0.0,0.0,0.0,0.0,0.09193177690741028,0.9080682226893801,24801
6628,1.2.826.0.1.3680043.1868,454,512,512,0.625,-52.5,-55.3,-124.111,0.0,0.0,0.0,0.0,0.0,0.05332702242206957,0.9466729771834999,25353
6629,1.2.826.0.1.3680043.1868,455,512,512,0.625,-52.5,-55.3,-124.423,0.0,0.0,0.0,0.0,0.0,0.05332702242206957,0.9466729771834999,25353
6630,1.2.826.0.1.3680043.1868,456,512,512,0.625,-52.5,-55.3,-124.736,0.0,0.0,0.0,0.0,0.0,0.05332702242206957,0.9466729771834999,25353
6631,1.2.826.0.1.3680043.1868,457,512,512,0.625,-52.5,-55.3,-125.048,0.0,0.0,0.0,0.0,0.0,0.05332702242206957,0.9466729771834999,25353
6632,1.2.826.0.1.3680043.1868,458,512,512,0.625,-52.5,-55.3,-125.361,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999995940899,24636
6633,1.2.826.0.1.3680043.1868,459,512,512,0.625,-52.5,-55.3,-125.673,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999995940899,24636
6634,1.2.826.0.1.3680043.1868,460,512,512,0.625,-52.5,-55.3,-125.986,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999995940899,24636
6635,1.2.826.0.1.3680043.1868,461,512,512,0.625,-52.5,-55.3,-126.298,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999995940899,24636
6636,1.2.826.0.1.3680043.1868,462,512,512,0.625,-52.5,-55.3,-126.611,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999584286,24055
6637,1.2.826.0.1.3680043.1868,463,512,512,0.625,-52.5,-55.3,-126.923,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999584286,24055
6638,1.2.826.0.1.3680043.1868,464,512,512,0.625,-52.5,-55.3,-127.236,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999584286,24055
6639,1.2.826.0.1.3680043.1868,465,512,512,0.625,-52.5,-55.3,-127.548,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999584286,24055
6640,1.2.826.0.1.3680043.1868,466,512,512,0.625,-52.5,-55.3,-127.861,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999994861254,19460
6641,1.2.826.0.1.3680043.1868,467,512,512,0.625,-52.5,-55.3,-128.173,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999994861254,19460
6642,1.2.826.0.1.3680043.1868,468,512,512,0.625,-52.5,-55.3,-128.486,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999994861254,19460
6643,1.2.826.0.1.3680043.1868,469,512,512,0.625,-52.5,-55.3,-128.798,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999994861254,19460
6644,1.2.826.0.1.3680043.1868,470,512,512,0.625,-52.5,-55.3,-129.111,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999992396594,13152
6645,1.2.826.0.1.3680043.1868,471,512,512,0.625,-52.5,-55.3,-129.423,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999992396594,13152
6646,1.2.826.0.1.3680043.1868,472,512,512,0.625,-52.5,-55.3,-129.736,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999992396594,13152
6647,1.2.826.0.1.3680043.1868,473,512,512,0.625,-52.5,-55.3,-130.048,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999992396594,13152
6648,1.2.826.0.1.3680043.1868,474,512,512,0.625,-52.5,-55.3,-130.361,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999989652318,9664
6649,1.2.826.0.1.3680043.1868,475,512,512,0.625,-52.5,-55.3,-130.673,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999989652318,9664
6650,1.2.826.0.1.3680043.1868,476,512,512,0.625,-52.5,-55.3,-130.986,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999989652318,9664
6651,1.2.826.0.1.3680043.1868,477,512,512,0.625,-52.5,-55.3,-131.298,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999989652318,9664
6652,1.2.826.0.1.3680043.1868,478,512,512,0.625,-52.5,-55.3,-131.611,0.0,0.0,0.0,0.0,0.0,0.0,0.999999998806825,8381
6653,1.2.826.0.1.3680043.1868,479,512,512,0.625,-52.5,-55.3,-131.923,0.0,0.0,0.0,0.0,0.0,0.0,0.999999998806825,8381
6654,1.2.826.0.1.3680043.1868,480,512,512,0.625,-52.5,-55.3,-132.236,0.0,0.0,0.0,0.0,0.0,0.0,0.999999998806825,8381
